date_time,temp,rain_1h,snow_1h,clouds_all,traffic_volume
2016-10-02 19:00:00,290.19,0.0,0,0,4191.0
2016-10-02 20:00:00,288.12,0.0,0,0,3221.0
2016-10-02 21:00:00,287.21,0.0,0,0,2190.0
2016-10-02 22:00:00,286.38,0.0,0,0,1468.0
2016-10-02 23:00:00,285.64,0.0,0,0,958.0
2016-10-03 00:00:00,285.69,0.0,0,0,552.0
2016-10-03 01:00:00,285.36,0.0,0,0,407.0
2016-10-03 02:00:00,284.82,0.0,0,0,264.0
2016-10-03 03:00:00,284.81,0.0,0,0,341.0
2016-10-03 04:00:00,282.55,0.0,0,0,852.0
2016-10-03 05:00:00,283.81,0.0,0,0,2659.0
2016-10-03 06:00:00,284.05,0.0,0,0,5531.0
2016-10-03 07:00:00,283.87,0.0,0,0,6066.0
2016-10-03 08:00:00,284.76,0.0,0,0,4873.0
2016-10-03 09:00:00,285.81,0.0,0,0,4477.0
2016-10-03 10:00:00,289.11,0.0,0,0,4041.0
2016-10-03 11:00:00,292.56,0.0,0,0,4277.0
2016-10-03 12:00:00,296.44,0.0,0,0,4366.0
2016-10-03 13:00:00,297.94,0.0,0,0,4298.0
2016-10-03 14:00:00,297.5,0.0,0,0,4520.0
2016-10-03 15:00:00,297.15,0.0,0,0,5179.0
2016-10-03 16:00:00,298.91,0.0,0,0,6510.0
2016-10-03 17:00:00,296.17,0.0,0,0,6015.0
2016-10-03 18:00:00,294.55,0.0,0,0,4305.0
2016-10-03 19:00:00,292.6,0.0,0,0,2945.0
2016-10-03 20:00:00,291.48,0.0,0,0,2159.0
2016-10-03 21:00:00,290.75,0.0,0,8,1802.0
2016-10-03 22:00:00,290.12,0.0,0,8,1405.0
2016-10-03 23:00:00,289.36,0.0,0,8,1000.0
2016-10-04 00:00:00,288.53,0.0,0,12,713.0
2016-10-04 01:00:00,287.93,0.0,0,12,671.0
2016-10-04 02:00:00,287.72,0.0,0,12,557.0
2016-10-04 03:00:00,287.42,0.0,0,44,560.0
2016-10-04 04:00:00,287.5,0.0,0,44,1018.0
2016-10-04 05:00:00,287.53,0.0,0,44,3047.0
2016-10-04 06:00:00,287.8,0.0,0,64,5869.0
2016-10-04 07:00:00,287.59,0.0,0,64,6199.0
2016-10-04 08:00:00,287.14,1.02,0,64,5460.0
2016-10-04 09:00:00,287.23,0.76,0,64,4967.0
2016-10-04 10:00:00,287.87,0.3,0,64,4089.0
2016-10-04 11:00:00,289.36,0.0,0,64,4202.0
2016-10-04 12:00:00,291.86,0.0,0,64,4452.0
2016-10-04 13:00:00,293.58,0.0,0,64,4532.0
2016-10-04 14:00:00,297.04,0.0,0,64,5155.0
2016-10-04 15:00:00,296.6,0.0,0,48,5619.0
2016-10-04 16:00:00,295.82,0.0,0,48,6177.0
2016-10-04 17:00:00,295.38,0.0,0,48,5749.0
2016-10-04 18:00:00,294.66,0.0,0,92,4177.0
2016-10-04 19:00:00,293.23,0.0,0,92,2964.0
2016-10-04 20:00:00,292.05,0.51,0,92,2372.0
2016-10-04 21:00:00,290.77,0.4,0,100,2101.0
2016-10-04 22:00:00,289.83,1.14,0,100,1266.0
2016-10-04 23:00:00,289.59,1.16,0,100,1138.0
2016-10-05 00:00:00,289.1,1.02,0,88,514.0
2016-10-05 01:00:00,288.9,2.03,0,88,314.0
2016-10-05 02:00:00,287.01,7.05,0,88,243.0
2016-10-05 03:00:00,286.4,2.73,0,92,316.0
2016-10-05 04:00:00,286.45,1.11,0,92,850.0
2016-10-05 05:00:00,291.097,0.0,0,92,2665.0
2016-10-05 06:00:00,287.246,0.0,0,80,5487.0
2016-10-05 07:00:00,287.246,0.0,0,80,6046.0
2016-10-05 08:00:00,287.246,0.0,0,80,5909.0
2016-10-05 09:00:00,286.665,0.0,0,0,4859.0
2016-10-05 10:00:00,286.665,0.0,0,0,4293.0
2016-10-05 11:00:00,286.665,0.0,0,0,4469.0
2016-10-05 12:00:00,287.86,0.0,0,0,4581.0
2016-10-05 13:00:00,287.86,0.0,0,0,4477.0
2016-10-05 14:00:00,287.86,0.0,0,0,4949.0
2016-10-05 15:00:00,288.774,0.0,0,0,5355.0
2016-10-05 16:00:00,288.774,0.0,0,0,5905.0
2016-10-05 17:00:00,288.774,0.0,0,0,5687.0
2016-10-05 18:00:00,286.381,0.0,0,0,4226.0
2016-10-05 19:00:00,286.381,0.0,0,0,3243.0
2016-10-05 20:00:00,286.381,0.0,0,0,2619.0
2016-10-05 21:00:00,283.973,0.0,0,0,2456.0
2016-10-05 22:00:00,283.973,0.0,0,0,1886.0
2016-10-05 23:00:00,283.973,0.0,0,0,2110.0
2016-10-06 00:00:00,282.715,0.0,0,0,649.0
2016-10-06 01:00:00,282.715,0.0,0,0,429.0
2016-10-06 02:00:00,281.639,0.0,0,0,274.0
2016-10-06 03:00:00,281.639,0.0,0,0,324.0
2016-10-06 04:00:00,281.639,0.0,0,0,830.0
2016-10-06 05:00:00,280.091,0.0,0,0,2704.0
2016-10-06 06:00:00,280.091,0.0,0,0,5668.0
2016-10-06 07:00:00,280.091,0.0,0,0,6170.0
2016-10-06 08:00:00,284.001,0.0,0,36,5694.0
2016-10-06 09:00:00,283.9790000000001,0.0,0,0,4672.0
2016-10-06 10:00:00,283.9790000000001,0.0,0,0,4341.0
2016-10-06 11:00:00,283.9790000000001,0.0,0,0,4431.0
2016-10-06 12:00:00,287.271,0.0,0,0,4483.0
2016-10-06 13:00:00,287.271,0.0,0,0,4562.0
2016-10-06 14:00:00,288.144,0.0,0,56,4704.0
2016-10-06 15:00:00,288.144,0.0,0,56,5106.0
2016-10-06 16:00:00,288.144,0.0,0,56,5899.0
2016-10-06 17:00:00,288.144,0.0,0,56,5464.0
2016-10-06 18:00:00,286.119,0.0,0,48,4261.0
2016-10-06 19:00:00,286.119,0.0,0,48,3095.0
2016-10-06 20:00:00,283.896,0.0,0,92,2802.0
2016-10-06 21:00:00,283.896,0.0,0,92,2630.0
2016-10-06 22:00:00,283.896,0.0,0,92,1669.0
2016-10-06 23:00:00,279.027,0.0,0,92,1011.0
2016-10-07 00:00:00,279.027,0.0,0,92,517.0
2016-10-07 01:00:00,279.027,0.0,0,92,333.0
2016-10-07 02:00:00,277.867,0.0,0,92,264.0
2016-10-07 03:00:00,277.867,0.0,0,92,352.0
2016-10-07 04:00:00,277.867,0.0,0,92,741.0
2016-10-07 05:00:00,277.36,0.0,0,80,2511.0
2016-10-07 06:00:00,277.36,0.0,0,80,5528.0
2016-10-07 07:00:00,277.36,0.0,0,80,6235.0
2016-10-07 08:00:00,278.658,0.0,0,0,5307.0
2016-10-07 09:00:00,279.568,0.0,0,0,4594.0
2016-10-07 10:00:00,279.568,0.0,0,0,4424.0
2016-10-07 11:00:00,279.568,0.0,0,0,4524.0
2016-10-07 12:00:00,281.165,0.0,0,12,4532.0
2016-10-07 13:00:00,281.165,0.0,0,12,4572.0
2016-10-07 14:00:00,281.134,0.0,0,24,4922.0
2016-10-07 15:00:00,287.115,0.0,0,40,5556.5
2016-10-07 16:00:00,281.134,0.0,0,24,6143.0
2016-10-07 17:00:00,281.134,0.0,0,24,5394.0
2016-10-07 18:00:00,279.28700000000003,0.0,0,56,4642.0
2016-10-07 19:00:00,279.28700000000003,0.0,0,56,3889.0
2016-10-07 20:00:00,279.28700000000003,0.0,0,56,3196.0
2016-10-07 21:00:00,277.572,0.0,0,0,2608.0
2016-10-07 22:00:00,277.572,0.0,0,0,2610.0
2016-10-07 23:00:00,277.572,0.0,0,0,1766.0
2016-10-08 00:00:00,275.788,0.0,0,0,1186.0
2016-10-08 01:00:00,275.788,0.0,0,0,656.0
2016-10-08 02:00:00,274.06,0.0,0,0,539.0
2016-10-08 03:00:00,274.06,0.0,0,0,371.0
2016-10-08 04:00:00,274.06,0.0,0,0,436.0
2016-10-08 05:00:00,272.416,0.0,0,0,739.0
2016-10-08 06:00:00,272.416,0.0,0,0,1343.0
2016-10-08 07:00:00,272.416,0.0,0,0,2222.0
2016-10-08 08:00:00,277.685,0.0,0,24,3397.0
2016-10-08 09:00:00,277.73,0.0,0,48,4359.0
2016-10-08 10:00:00,277.73,0.0,0,48,4944.0
2016-10-08 11:00:00,277.73,0.0,0,48,4723.0
2016-10-08 12:00:00,281.11400000000003,0.0,0,0,4876.0
2016-10-08 13:00:00,281.11400000000003,0.0,0,0,4640.0
2016-10-08 14:00:00,286.77,0.0,0,75,5024.0
2016-10-08 15:00:00,283.216,0.0,0,20,4688.0
2016-10-08 16:00:00,283.216,0.0,0,20,4626.0
2016-10-08 17:00:00,283.216,0.0,0,20,4980.0
2016-10-08 18:00:00,279.66900000000004,0.0,0,0,4388.0
2016-10-08 19:00:00,279.66900000000004,0.0,0,0,3559.0
2016-10-08 20:00:00,279.66900000000004,0.0,0,0,3390.0
2016-10-08 21:00:00,275.216,0.0,0,0,4077.0
2016-10-08 22:00:00,275.216,0.0,0,0,4016.0
2016-10-08 23:00:00,275.216,0.0,0,0,2153.0
2016-10-09 00:00:00,272.439,0.0,0,0,1523.0
2016-10-09 01:00:00,272.439,0.0,0,0,1022.0
2016-10-09 02:00:00,272.439,0.0,0,0,686.0
2016-10-09 03:00:00,271.09,0.0,0,0,384.0
2016-10-09 04:00:00,271.09,0.0,0,0,403.0
2016-10-09 05:00:00,271.09,0.0,0,0,764.0
2016-10-09 06:00:00,270.365,0.0,0,0,1579.0
2016-10-09 07:00:00,270.365,0.0,0,0,1757.0
2016-10-09 08:00:00,270.365,0.0,0,0,2513.0
2016-10-09 09:00:00,280.62,0.0,0,40,4854.0
2016-10-09 10:00:00,279.867,0.0,0,0,4872.0
2016-10-09 11:00:00,279.867,0.0,0,0,4114.0
2016-10-09 12:00:00,285.676,0.0,0,0,4612.0
2016-10-09 13:00:00,285.676,0.0,0,0,4631.0
2016-10-09 14:00:00,287.464,0.0,0,0,4662.0
2016-10-09 15:00:00,287.464,0.0,0,0,4100.0
2016-10-09 16:00:00,287.464,0.0,0,0,4193.0
2016-10-09 17:00:00,287.464,0.0,0,0,4029.0
2016-10-09 18:00:00,284.478,0.0,0,0,3788.0
2016-10-09 19:00:00,284.478,0.0,0,0,3224.0
2016-10-09 20:00:00,284.478,0.0,0,0,2405.0
2016-10-09 21:00:00,282.814,0.0,0,0,1917.0
2016-10-09 22:00:00,282.814,0.0,0,0,1613.0
2016-10-09 23:00:00,282.341,0.0,0,0,949.0
2016-10-10 00:00:00,282.341,0.0,0,0,484.0
2016-10-10 01:00:00,282.341,0.0,0,0,327.0
2016-10-10 02:00:00,282.341,0.0,0,0,261.0
2016-10-10 03:00:00,282.382,0.0,0,0,302.0
2016-10-10 04:00:00,282.382,0.0,0,0,797.0
2016-10-10 05:00:00,282.565,0.0,0,0,2577.0
2016-10-10 06:00:00,282.565,0.0,0,0,5360.0
2016-10-10 07:00:00,282.565,0.0,0,0,6172.0
2016-10-10 08:00:00,287.212,0.0,0,0,5226.0
2016-10-10 09:00:00,280.62,0.0,0,40,4854.0
2016-10-10 10:00:00,287.8,0.0,0,0,3954.0
2016-10-10 11:00:00,287.8,0.0,0,0,4125.0
2016-10-10 12:00:00,293.495,0.0,0,0,4271.0
2016-10-10 13:00:00,293.495,0.0,0,0,4426.0
2016-10-10 14:00:00,293.495,0.0,0,0,4711.0
2016-10-10 15:00:00,295.163,0.0,0,8,5074.0
2016-10-10 16:00:00,295.163,0.0,0,8,6036.0
2016-10-10 17:00:00,295.163,0.0,0,8,5440.0
2016-10-10 18:00:00,292.49,0.0,0,36,4188.0
2016-10-10 19:00:00,292.49,0.0,0,36,3267.0
2016-10-10 20:00:00,292.49,0.0,0,36,2608.0
2016-10-10 21:00:00,291.252,0.0,0,56,1924.0
2016-10-10 22:00:00,291.252,0.0,0,56,1372.0
2016-10-10 23:00:00,291.252,0.0,0,56,1567.0
2016-10-11 00:00:00,289.914,0.0,0,56,1373.0
2016-10-11 01:00:00,289.914,0.0,0,56,611.0
2016-10-11 02:00:00,289.914,0.0,0,56,491.0
2016-10-11 03:00:00,288.957,0.0,0,24,477.0
2016-10-11 04:00:00,288.957,0.0,0,24,890.0
2016-10-11 05:00:00,288.957,0.0,0,24,2854.0
2016-10-11 06:00:00,287.724,0.0,0,36,5599.0
2016-10-11 07:00:00,287.724,0.0,0,36,6294.0
2016-10-11 08:00:00,287.724,0.0,0,36,5998.0
2016-10-11 09:00:00,292.17,0.0,0,0,4684.0
2016-10-11 10:00:00,292.17,0.0,0,0,4053.0
2016-10-11 11:00:00,292.17,0.0,0,0,4151.0
2016-10-11 12:00:00,295.369,0.0,0,32,4401.0
2016-10-11 13:00:00,295.369,0.0,0,32,4519.0
2016-10-11 14:00:00,295.369,0.0,0,32,4715.0
2016-10-11 15:00:00,295.908,0.0,0,24,4802.0
2016-10-11 16:00:00,295.908,0.0,0,24,6139.0
2016-10-11 17:00:00,295.908,0.0,0,24,5787.0
2016-10-11 18:00:00,293.244,0.0,0,92,4378.0
2016-10-11 19:00:00,293.244,0.0,0,92,2948.0
2016-10-11 20:00:00,293.244,0.0,0,92,2445.0
2016-10-11 21:00:00,289.81,0.0,0,92,2091.0
2016-10-11 22:00:00,289.81,0.0,0,92,1293.0
2016-10-11 23:00:00,289.81,0.0,0,92,791.0
2016-10-12 00:00:00,285.927,0.0,0,92,446.0
2016-10-12 01:00:00,285.927,0.0,0,92,272.0
2016-10-12 02:00:00,285.927,0.0,0,92,230.0
2016-10-12 03:00:00,282.0490000000001,0.0,0,92,270.0
2016-10-12 04:00:00,282.0490000000001,0.0,0,92,801.0
2016-10-12 05:00:00,282.0490000000001,0.0,0,92,2741.0
2016-10-12 06:00:00,279.532,0.0,0,92,5296.0
2016-10-12 07:00:00,279.532,0.0,0,92,5871.0
2016-10-12 08:00:00,279.532,0.0,0,92,5453.0
2016-10-12 09:00:00,277.988,0.0,0,92,4837.0
2016-10-12 10:00:00,277.988,0.0,0,92,4155.0
2016-10-12 11:00:00,277.988,0.0,0,92,4278.0
2016-10-12 12:00:00,279.83,0.0,0,56,4278.0
2016-10-12 13:00:00,279.83,0.0,0,56,4397.0
2016-10-12 14:00:00,279.83,0.0,0,56,4646.0
2016-10-12 15:00:00,282.057,0.0,0,20,4757.0
2016-10-12 16:00:00,282.057,0.0,0,20,6211.0
2016-10-12 17:00:00,282.057,0.0,0,20,5762.0
2016-10-12 18:00:00,279.553,0.0,0,12,4332.0
2016-10-12 19:00:00,279.553,0.0,0,12,3080.0
2016-10-12 20:00:00,279.553,0.0,0,12,2518.0
2016-10-12 21:00:00,276.35,0.0,0,0,2154.0
2016-10-12 22:00:00,276.35,0.0,0,0,1373.0
2016-10-12 23:00:00,276.35,0.0,0,0,864.0
2016-10-13 00:00:00,273.771,0.0,0,0,480.0
2016-10-13 01:00:00,273.771,0.0,0,0,330.0
2016-10-13 02:00:00,271.178,0.0,0,0,233.0
2016-10-13 03:00:00,271.178,0.0,0,0,308.0
2016-10-13 04:00:00,271.178,0.0,0,0,790.0
2016-10-13 05:00:00,270.969,0.0,0,0,2764.0
2016-10-13 06:00:00,270.969,0.0,0,0,5668.0
2016-10-13 07:00:00,270.969,0.0,0,0,5589.0
2016-10-13 08:00:00,270.969,0.0,0,0,5186.0
2016-10-13 09:00:00,277.268,0.0,0,0,5089.0
2016-10-13 10:00:00,277.268,0.0,0,0,4182.0
2016-10-13 11:00:00,277.268,0.0,0,0,4394.0
2016-10-13 12:00:00,282.46,0.0,0,0,4512.0
2016-10-13 13:00:00,282.46,0.0,0,0,4634.0
2016-10-13 14:00:00,284.384,0.0,0,0,5006.0
2016-10-13 15:00:00,284.384,0.0,0,0,5520.0
2016-10-13 16:00:00,284.384,0.0,0,0,6154.0
2016-10-13 17:00:00,281.195,0.0,0,0,5865.0
2016-10-13 18:00:00,281.195,0.0,0,0,4642.0
2016-10-13 19:00:00,281.195,0.0,0,0,3512.0
2016-10-13 20:00:00,279.008,0.0,0,0,2799.0
2016-10-13 21:00:00,279.008,0.0,0,0,2531.0
2016-10-13 22:00:00,279.008,0.0,0,0,2120.0
2016-10-13 23:00:00,278.398,0.0,0,0,1735.0
2016-10-14 00:00:00,278.398,0.0,0,0,2233.0
2016-10-14 01:00:00,278.398,0.0,0,0,1024.0
2016-10-14 02:00:00,278.083,0.0,0,0,373.0
2016-10-14 03:00:00,278.083,0.0,0,0,426.0
2016-10-14 04:00:00,278.083,0.0,0,0,740.0
2016-10-14 05:00:00,277.92900000000003,0.0,0,32,2548.0
2016-10-14 06:00:00,277.92900000000003,0.0,0,32,5343.0
2016-10-14 07:00:00,277.92900000000003,0.0,0,32,6108.0
2016-10-14 08:00:00,281.278,0.0,0,48,5215.0
2016-10-14 09:00:00,280.62,0.0,0,40,4854.0
2016-10-14 10:00:00,282.389,0.0,0,12,4221.0
2016-10-14 11:00:00,282.389,0.0,0,12,4726.0
2016-10-14 12:00:00,288.1140000000001,0.0,0,36,4619.0
2016-10-14 13:00:00,288.1140000000001,0.0,0,36,4638.0
2016-10-14 14:00:00,292.399,0.0,0,0,4994.0
2016-10-14 15:00:00,292.399,0.0,0,0,5686.0
2016-10-14 16:00:00,292.399,0.0,0,0,6047.0
2016-10-14 17:00:00,292.089,0.0,0,8,5308.0
2016-10-14 18:00:00,292.089,0.0,0,8,4549.0
2016-10-14 19:00:00,292.089,0.0,0,8,3577.0
2016-10-14 20:00:00,291.613,0.0,0,12,2800.0
2016-10-14 21:00:00,291.613,0.0,0,12,3068.0
2016-10-14 22:00:00,291.613,0.0,0,12,2481.0
2016-10-14 23:00:00,291.381,0.0,0,64,1703.0
2016-10-15 00:00:00,291.381,0.0,0,64,1148.0
2016-10-15 01:00:00,291.381,0.0,0,64,682.0
2016-10-15 02:00:00,291.628,0.0,0,88,547.0
2016-10-15 03:00:00,291.628,0.0,0,88,391.0
2016-10-15 04:00:00,291.628,0.0,0,88,399.0
2016-10-15 05:00:00,291.573,0.0,0,92,707.0
2016-10-15 06:00:00,291.573,0.0,0,92,1188.0
2016-10-15 07:00:00,291.573,0.0,0,92,1547.0
2016-10-15 08:00:00,279.532,0.0,0,40,5459.0
2016-10-15 09:00:00,292.9190000000001,0.0,0,88,3596.0
2016-10-15 10:00:00,282.2,0.0,0,40,4373.0
2016-10-15 11:00:00,292.612,0.0,0,92,4079.0
2016-10-15 12:00:00,295.426,0.0,0,92,4396.0
2016-10-15 13:00:00,286.145,0.0,0,50,4800.0
2016-10-15 14:00:00,295.426,0.0,0,92,4343.0
2016-10-15 15:00:00,295.931,0.0,0,92,4191.0
2016-10-15 16:00:00,295.931,0.0,0,92,4372.0
2016-10-15 17:00:00,295.931,0.0,0,92,4165.0
2016-10-15 18:00:00,292.535,0.0,0,88,3842.0
2016-10-15 19:00:00,292.535,0.0,0,88,3436.0
2016-10-15 20:00:00,284.225,0.0,0,40,2946.0
2016-10-15 21:00:00,289.771,0.0,0,44,4319.0
2016-10-15 22:00:00,289.771,0.0,0,44,2805.0
2016-10-15 23:00:00,289.771,0.0,0,44,1996.0
2016-10-16 00:00:00,285.78,0.0,0,36,1416.0
2016-10-16 01:00:00,285.78,0.0,0,36,947.0
2016-10-16 02:00:00,285.78,0.0,0,36,756.0
2016-10-16 03:00:00,282.891,0.0,0,0,413.0
2016-10-16 04:00:00,279.765,0.0,0,1,839.0
2016-10-16 05:00:00,279.226,0.0,0,1,2731.0
2016-10-16 06:00:00,280.189,0.0,0,0,761.0
2016-10-16 07:00:00,280.189,0.0,0,0,1086.0
2016-10-16 08:00:00,286.252,0.0,0,0,1761.0
2016-10-16 09:00:00,286.975,0.0,0,8,2445.0
2016-10-16 10:00:00,286.975,0.0,0,8,3132.0
2016-10-16 11:00:00,286.975,0.0,0,8,3377.0
2016-10-16 12:00:00,291.422,0.0,0,20,3977.0
2016-10-16 13:00:00,291.422,0.0,0,20,4123.0
2016-10-16 14:00:00,291.872,0.0,0,88,4505.0
2016-10-16 15:00:00,291.872,0.0,0,88,4520.0
2016-10-16 16:00:00,291.872,0.0,0,88,4550.0
2016-10-16 17:00:00,290.271,0.0,0,76,4355.0
2016-10-16 18:00:00,290.271,0.0,0,76,3926.0
2016-10-16 19:00:00,290.271,0.0,0,76,3332.0
2016-10-16 20:00:00,291.151,0.0,0,92,2578.0
2016-10-16 21:00:00,291.151,0.0,0,92,2024.0
2016-10-16 22:00:00,291.151,0.0,0,92,1399.0
2016-10-16 23:00:00,290.368,0.0,0,92,995.0
2016-10-17 00:00:00,290.368,0.0,0,92,514.0
2016-10-17 01:00:00,290.368,0.0,0,92,317.0
2016-10-17 02:00:00,290.823,0.0,0,24,239.0
2016-10-17 03:00:00,290.823,0.0,0,24,297.0
2016-10-17 04:00:00,290.823,0.0,0,24,836.0
2016-10-17 05:00:00,287.4890000000001,0.0,0,32,2685.0
2016-10-17 06:00:00,287.4890000000001,0.0,0,32,5288.0
2016-10-17 07:00:00,287.4890000000001,0.0,0,32,6241.0
2016-10-17 08:00:00,288.865,0.0,0,0,5482.0
2016-10-17 09:00:00,290.724,0.0,0,12,4607.0
2016-10-17 10:00:00,290.724,0.0,0,12,4064.0
2016-10-17 11:00:00,290.724,0.0,0,12,4071.0
2016-10-17 12:00:00,292.344,0.0,0,92,4293.0
2016-10-17 13:00:00,292.344,0.0,0,92,4341.0
2016-10-17 14:00:00,292.473,0.0,0,64,4693.0
2016-10-17 15:00:00,292.473,0.0,0,64,5272.0
2016-10-17 16:00:00,292.473,0.0,0,64,5961.0
2016-10-17 17:00:00,289.64,0.0,0,100,5262.0
2016-10-17 18:00:00,289.64,0.0,0,100,4048.0
2016-10-17 19:00:00,289.64,0.0,0,100,2961.0
2016-10-17 20:00:00,286.623,0.0,0,32,2322.0
2016-10-17 21:00:00,286.623,0.0,0,32,1969.0
2016-10-17 22:00:00,286.623,0.0,0,32,2275.0
2016-10-17 23:00:00,284.634,0.0,0,64,1916.0
2016-10-18 00:00:00,284.634,0.0,0,64,591.0
2016-10-18 01:00:00,284.634,0.0,0,64,441.0
2016-10-18 02:00:00,284.223,0.0,0,20,310.0
2016-10-18 03:00:00,284.223,0.0,0,20,431.0
2016-10-18 04:00:00,284.223,0.0,0,20,1000.0
2016-10-18 05:00:00,282.865,0.0,0,24,2861.0
2016-10-18 06:00:00,282.865,0.0,0,24,5747.0
2016-10-18 07:00:00,282.865,0.0,0,24,6322.0
2016-10-18 08:00:00,284.881,0.0,0,12,4313.0
2016-10-18 09:00:00,284.881,0.0,0,12,4977.0
2016-10-18 10:00:00,284.881,0.0,0,12,4299.0
2016-10-18 11:00:00,287.952,0.0,0,0,4254.0
2016-10-18 12:00:00,287.952,0.0,0,0,4370.0
2016-10-18 13:00:00,287.952,0.0,0,0,4470.0
2016-10-18 14:00:00,288.834,0.0,0,0,4623.0
2016-10-18 15:00:00,288.834,0.0,0,0,5058.0
2016-10-18 16:00:00,288.834,0.0,0,0,6169.0
2016-10-18 17:00:00,285.584,0.0,0,0,5712.0
2016-10-18 18:00:00,285.584,0.0,0,0,4436.0
2016-10-18 19:00:00,285.584,0.0,0,0,3093.0
2016-10-18 20:00:00,283.628,0.0,0,0,2671.0
2016-10-18 21:00:00,283.628,0.0,0,0,3270.0
2016-10-18 22:00:00,283.628,0.0,0,0,2693.0
2016-10-18 23:00:00,282.737,0.0,0,0,996.0
2016-10-19 00:00:00,282.737,0.0,0,0,597.0
